  Time                  I(Rs)                 V(R40:2)              V(C2:+)              
  4.453381919523e-003  -3.683044612336e-001  1.473217844934e+000  1.443697683927e-001  
  4.454381942411e-003  -3.599397778950e-001  1.439759111580e+000  1.413590845184e-001  
  4.455381965299e-003  -3.515630079294e-001  1.406252031718e+000  1.383428197740e-001  
  4.456381988187e-003  -3.431865093395e-001  1.372746037358e+000  1.353210932420e-001  
  4.457382011075e-003  -3.347903330868e-001  1.339161332347e+000  1.322940242203e-001  
  4.458382033963e-003  -3.263708538980e-001  1.305483415592e+000  1.292617322181e-001  
  4.459382056852e-003  -3.179462433852e-001  1.271784973541e+000  1.262243369504e-001  
  4.460382079740e-003  -3.095088801952e-001  1.238035520781e+000  1.231819583338e-001  
  4.461382102628e-003  -3.010504272880e-001  1.204201709152e+000  1.201347164819e-001  
  4.462382125516e-003  -2.925714841005e-001  1.170285936402e+000  1.170827317000e-001  
  4.463382148404e-003  -2.840929009010e-001  1.136371603604e+000  1.140261244807e-001  
  4.464382171293e-003  -2.756152796878e-001  1.102461118751e+000  1.109650154992e-001  
  4.465382194181e-003  -2.671044724415e-001  1.068417889766e+000  1.078995256083e-001  
  4.466382217069e-003  -2.585784131329e-001  1.034313652532e+000  1.048297758339e-001  
  4.467382239957e-003  -2.500499421640e-001  1.000199768656e+000  1.017558873701e-001  
  4.468382262845e-003  -2.415142046220e-001  9.660568184881e-001  9.867798157410e-002  
  4.469382285733e-003  -2.329658137690e-001  9.318632550759e-001  9.559617996206e-002  
  4.470382308622e-003  -2.244004238184e-001  8.976016952736e-001  9.251060420376e-002  
  4.471382331510e-003  -2.158291417282e-001  8.633165669126e-001  8.942137611803e-002  
  4.472382354398e-003  -2.072536145071e-001  8.290144580284e-001  8.632861766788e-002  
  4.473382377286e-003  -1.986621126632e-001  7.946484506526e-001  8.323245095571e-002  
  4.474382400174e-003  -1.900571532229e-001  7.602286128916e-001  8.013299821848e-002  
  4.475382423063e-003  -1.814436311950e-001  7.257745247801e-001  7.703038182287e-002  
  4.476382445951e-003  -1.728416524628e-001  6.913666098510e-001  7.392472426048e-002  
  4.477382468839e-003  -1.642313224296e-001  6.569252897184e-001  7.081614814296e-002  
  4.478382491727e-003  -1.555968327120e-001  6.223873308480e-001  6.770477619718e-002  
  4.479382514615e-003  -1.469495656465e-001  5.877982625862e-001  6.459073126042e-002  
  4.480382537503e-003  -1.383010472754e-001  5.532041891015e-001  6.147413627545e-002  
  4.481382560392e-003  -1.296561317826e-001  5.186245271306e-001  5.835511428576e-002  
  4.482382583280e-003  -1.209992393924e-001  4.839969575697e-001  5.523378843061e-002  
  4.483382606168e-003  -1.123279189566e-001  4.493116758266e-001  5.211028194025e-002  
  4.484382629056e-003  -1.036560328953e-001  4.146241315811e-001  4.898471813101e-002  
  4.485382651944e-003  -9.498763584416e-002  3.799505433766e-001  4.585722040045e-002  
  4.486382674833e-003  -8.630197127877e-002  3.452078851151e-001  4.272791222248e-002  
  4.487382697721e-003  -7.761186644649e-002  3.104474657860e-001  3.959691714248e-002  
  4.488382720609e-003  -6.894960273382e-002  2.757984109353e-001  3.646435877243e-002  
  4.489382743497e-003  -6.025746868423e-002  2.410298747369e-001  3.333036078604e-002  
  4.490382766385e-003  -5.154334632564e-002  2.061733853026e-001  3.019504691384e-002  
  4.491382789274e-003  -4.283740349868e-002  1.713496139947e-001  2.705854093832e-002  
  4.492382812162e-003  -3.416045322400e-002  1.366418128960e-001  2.392096668903e-002  
  4.493382835050e-003  -2.545835016363e-002  1.018334006545e-001  2.078244803772e-002  
  4.494382857938e-003  -1.673229765547e-002  6.692919062188e-002  1.764310889338e-002  
  4.495382880826e-003  -8.018284056150e-003  3.207313622460e-002  1.450307319742e-002  
  4.496382903714e-003  6.670155788037e-004  -2.668062315215e-003  1.136246491876e-002  
  4.497382926603e-003  9.374346649469e-003  -3.749738659788e-002  8.221408048909e-003  
  4.498382949491e-003  1.810119794505e-002  -7.240479178022e-002  5.080026597087e-003  
  4.499382972379e-003  2.682714492732e-002  -1.073085797093e-001  1.938444585330e-003  
  4.500382995267e-003  3.552399776821e-002  -1.420959910729e-001  -1.203213956401e-003  
  4.501383018155e-003  4.422137136682e-002  -1.768854854673e-001  -4.344824995131e-003  
  4.502383041044e-003  5.295143073332e-002  -2.118057229333e-001  -7.486264499760e-003  
  4.503383063932e-003  6.167017701488e-002  -2.466807080595e-001  -1.062740844595e-002  
  4.504383086820e-003  7.036387568588e-002  -2.814555027435e-001  -1.376813282105e-002  
  4.505383109708e-003  7.905938044660e-002  -3.162375217864e-001  -1.690831362896e-002  
  4.506383132596e-003  8.777428229196e-002  -3.510971291679e-001  -2.004782689505e-002  
  4.507383155484e-003  9.648555974076e-002  -3.859422389631e-001  -2.318654867102e-002  
  4.508383178373e-003  1.051730124115e-001  -4.206920496459e-001  -2.632435503985e-002  
  4.509383201261e-003  1.138581750081e-001  -4.554327000325e-001  -2.946112212065e-002  
  4.510383224149e-003  1.225609146518e-001  -4.902436586073e-001  -3.259672607355e-002  
  4.511383247037e-003  1.312588783986e-001  -5.250355135942e-001  -3.573104310461e-002  
  4.512383269925e-003  1.399320903232e-001  -5.597283612927e-001  -3.886394947069e-002  
  4.513383292814e-003  1.486018308887e-001  -5.944073235547e-001  -4.199532148437e-002  
  4.514383315702e-003  1.572864405959e-001  -6.291457623835e-001  -4.512503551876e-002  
  4.515383338590e-003  1.659660747021e-001  -6.638642988083e-001  -4.825296801247e-002  
  4.516383361478e-003  1.746209919370e-001  -6.984839677482e-001  -5.137899547442e-002  
  4.517383384366e-003  1.832660110187e-001  -7.330640440747e-001  -5.450299448876e-002  
  4.518383407254e-003  1.919225251708e-001  -7.676901006834e-001  -5.762484171970e-002  
  4.519383430143e-003  2.005839501382e-001  -8.023358005529e-001  -6.074441391642e-002  
  4.520383453031e-003  2.092187818180e-001  -8.368751272719e-001  -6.386158791791e-002  
  4.521383475919e-003  2.178388988621e-001  -8.713555954484e-001  -6.697624065785e-002  
  4.522383498807e-003  2.264637594547e-001  -9.058550378186e-001  -7.008824916945e-002  
  4.523383521695e-003  2.350893870010e-001  -9.403575480041e-001  -7.319749059032e-002  
  4.524383544584e-003  2.436956143130e-001  -9.747824572519e-001  -7.630384216732e-002  
  4.525383567472e-003  2.522893553715e-001  -1.009157421486e+000  -7.940718126138e-002  
  4.526383590360e-003  2.608784960653e-001  -1.043513984261e+000  -8.250738535239e-002  
  4.527383613248e-003  2.694641301642e-001  -1.077856520657e+000  -8.560433204400e-002  
  4.528383636136e-003  2.780352498616e-001  -1.112140999446e+000  -8.869789906845e-002  
  4.529383659024e-003  2.865915204943e-001  -1.146366081977e+000  -9.178796429143e-002  
  4.530383681913e-003  2.951406513949e-001  -1.180562605580e+000  -9.487440571687e-002  
  4.531383704801e-003  3.036857078061e-001  -1.214742831224e+000  -9.795710149177e-002  
  4.532383727689e-003  3.122184295828e-001  -1.248873718331e+000  -1.010359299110e-001  
  4.533383750577e-003  3.207340109301e-001  -1.282936043720e+000  -1.041107694221e-001  
  4.534383773465e-003  3.292365440878e-001  -1.316946176351e+000  -1.071814986302e-001  
  4.535383796354e-003  3.377306030275e-001  -1.350922412110e+000  -1.102479963025e-001  
  4.536383819242e-003  3.462150019425e-001  -1.384860007770e+000  -1.133101413735e-001  
  4.537383842130e-003  3.546842908520e-001  -1.418737163408e+000  -1.163678129493e-001  
  4.538383865018e-003  3.631379148198e-001  -1.452551659279e+000  -1.194208903129e-001  
  4.539383887906e-003  3.715769961139e-001  -1.486307984456e+000  -1.224692529283e-001  
  4.540383910795e-003  3.800100941679e-001  -1.520040376672e+000  -1.255127804460e-001  
  4.541383933683e-003  3.884262243799e-001  -1.553704897520e+000  -1.285513527073e-001  
  4.542383956571e-003  3.968263682731e-001  -1.587305473093e+000  -1.315848497489e-001  
  4.543383979459e-003  4.052115273697e-001  -1.620846109479e+000  -1.346131518082e-001  
  4.544384002347e-003  4.135852511209e-001  -1.654341004483e+000  -1.376361393275e-001  
  4.545384025235e-003  4.219423805405e-001  -1.687769522162e+000  -1.406536929589e-001  
  4.546384048124e-003  4.302785042664e-001  -1.721114017066e+000  -1.436656935691e-001  
  4.547384071012e-003  4.385970960369e-001  -1.754388384148e+000  -1.466720222442e-001  
  4.548384093900e-003  4.469079217872e-001  -1.787631687149e+000  -1.496725602939e-001  
  4.549384116788e-003  4.551983255540e-001  -1.820793302216e+000  -1.526671892567e-001  
  4.550384139676e-003  4.634726407521e-001  -1.853890563008e+000  -1.556557909044e-001  
  4.551384162565e-003  4.717289895033e-001  -1.886915958013e+000  -1.586382472467e-001  
  4.552384185453e-003  4.799646189719e-001  -1.919858475888e+000  -1.616144405359e-001  
  4.553384208341e-003  4.881839970110e-001  -1.952735988044e+000  -1.645842532717e-001  
  4.554384231229e-003  4.963909360035e-001  -1.985563744014e+000  -1.675475682055e-001  
  4.555384254117e-003  5.045734487554e-001  -2.018293795022e+000  -1.705042683455e-001  
  4.556384277005e-003  5.127229050007e-001  -2.050891620003e+000  -1.734542369607e-001  
  4.557384299894e-003  5.208669980971e-001  -2.083467992388e+000  -1.763973575862e-001  
  4.558384322782e-003  5.289999256408e-001  -2.115999702563e+000  -1.793335140273e-001  
  4.559384345670e-003  5.371086489742e-001  -2.148434595897e+000  -1.822625903643e-001  
  4.560384368558e-003  5.451818685891e-001  -2.180727474356e+000  -1.851844709568e-001  
  4.561384391446e-003  5.532405489401e-001  -2.212962195760e+000  -1.880990404489e-001  
  4.562384414335e-003  5.612832577225e-001  -2.245133030890e+000  -1.910061837730e-001  
  4.563384437223e-003  5.693146022490e-001  -2.277258408996e+000  -1.939057861548e-001  
  4.564384460111e-003  5.773126398419e-001  -2.309250559367e+000  -1.967977331178e-001  
  4.565384482999e-003  5.852888164422e-001  -2.341155265769e+000  -1.996819104877e-001  
  4.566384505887e-003  5.932473502031e-001  -2.372989400813e+000  -2.025582043967e-001  
  4.567384528775e-003  6.011920521523e-001  -2.404768208609e+000  -2.054265012886e-001  
  4.568384551664e-003  6.090908292408e-001  -2.436363316963e+000  -2.082866879227e-001  
  4.569384574552e-003  6.169668894854e-001  -2.467867557942e+000  -2.111386513787e-001  
  4.570384597440e-003  6.248418781590e-001  -2.499367512636e+000  -2.139822790606e-001  
  4.571384620328e-003  6.327103120331e-001  -2.530841248132e+000  -2.168174587019e-001  
  4.572384643216e-003  6.405004056095e-001  -2.562001622438e+000  -2.196440783692e-001  
  4.573384666105e-003  6.482557481261e-001  -2.593022992504e+000  -2.224620264676e-001  
  4.574384688993e-003  6.559926290228e-001  -2.623970516091e+000  -2.252711917440e-001  
  4.575384711881e-003  6.637360778784e-001  -2.654944311513e+000  -2.280714632924e-001  
  4.576384734769e-003  6.714662674874e-001  -2.685865069949e+000  -2.308627305578e-001  
  4.577384757657e-003  6.791263745251e-001  -2.716505498100e+000  -2.336448833406e-001  
  4.578384780545e-003  6.868147413997e-001  -2.747258965599e+000  -2.364178118013e-001  
  4.579384803434e-003  6.944941866707e-001  -2.777976746683e+000  -2.391814064643e-001  
  4.580384826322e-003  7.020867728301e-001  -2.808347091321e+000  -2.419355582227e-001  
  4.581384849210e-003  7.096483093990e-001  -2.838593237596e+000  -2.446801583423e-001  
  4.582384872098e-003  7.172080271628e-001  -2.868832108651e+000  -2.474150984661e-001  
  4.583384894986e-003  7.247407113438e-001  -2.898962845375e+000  -2.501402706182e-001  
  4.584384917875e-003  7.322494988519e-001  -2.928997995408e+000  -2.528555672087e-001  
  4.585384940763e-003  7.397231871099e-001  -2.958892748440e+000  -2.555608810375e-001  
  4.586384963651e-003  7.471673289663e-001  -2.988669315865e+000  -2.582561052984e-001  
  4.587384986539e-003  7.545494033558e-001  -3.018197613423e+000  -2.609411335837e-001  
  4.588385009427e-003  7.619148929917e-001  -3.047659571967e+000  -2.636158598884e-001  
  4.589385032316e-003  7.692887680282e-001  -3.077155072113e+000  -2.662801786138e-001  
  4.590385055204e-003  7.766274939543e-001  -3.106509975817e+000  -2.689339845726e-001  
  4.591385078092e-003  7.839029103341e-001  -3.135611641336e+000  -2.715771729921e-001  
  4.592385100980e-003  7.911534984096e-001  -3.164613993638e+000  -2.742096395190e-001  
  4.593385123868e-003  7.983821277451e-001  -3.193528510980e+000  -2.768312802233e-001  
  4.594385146756e-003  8.055875510949e-001  -3.222350204380e+000  -2.794419916025e-001  
  4.595385169645e-003  8.127672210423e-001  -3.251068884169e+000  -2.820416705852e-001  
  4.596385192533e-003  8.199165418648e-001  -3.279666167459e+000  -2.846302145361e-001  
  4.597385215421e-003  8.270418338077e-001  -3.308167335231e+000  -2.872075212590e-001  
  4.598385238309e-003  8.340996923290e-001  -3.336398769316e+000  -2.897734890018e-001  
  4.599385261197e-003  8.411139437502e-001  -3.364455775001e+000  -2.923280164597e-001  
  4.600385284086e-003  8.481392486338e-001  -3.392556994535e+000  -2.948710027798e-001  
  4.601385306974e-003  8.551506515501e-001  -3.420602606200e+000  -2.974023475647e-001  
  4.602385329862e-003  8.620938933811e-001  -3.448375573524e+000  -2.999219508767e-001  
  4.603385352750e-003  8.689736639127e-001  -3.475894655651e+000  -3.024297132416e-001  
  4.604385375638e-003  8.758615217218e-001  -3.503446086887e+000  -3.049255356527e-001  
  4.605385398526e-003  8.827270334842e-001  -3.530908133937e+000  -3.074093195747e-001  
  4.606385421415e-003  8.895419067893e-001  -3.558167627157e+000  -3.098809669477e-001  
  4.607385444303e-003  8.963158703369e-001  -3.585263481347e+000  -3.123403801906e-001  
  4.608385467191e-003  9.030624853985e-001  -3.612249941594e+000  -3.147874622057e-001  
  4.609385490079e-003  9.097783601210e-001  -3.639113440484e+000  -3.172221163819e-001  
  4.610385512967e-003  9.164619965941e-001  -3.665847986376e+000  -3.196442465988e-001  
  4.611385535856e-003  9.230997646386e-001  -3.692399058554e+000  -3.220537572305e-001  
  4.612385558744e-003  9.296929617269e-001  -3.718771846908e+000  -3.244505531494e-001  
  4.613385581632e-003  9.362663465089e-001  -3.745065386036e+000  -3.268345397296e-001  
  4.614385604520e-003  9.428133292843e-001  -3.771253317137e+000  -3.292056228511e-001  
  4.615385627408e-003  9.493121480855e-001  -3.797248592342e+000  -3.315637089034e-001  
  4.616385650296e-003  9.557619635111e-001  -3.823047854045e+000  -3.339087047890e-001  
  4.617385673185e-003  9.621876858175e-001  -3.848750743270e+000  -3.362405179273e-001  
  4.618385696073e-003  9.685849169786e-001  -3.874339667915e+000  -3.385590562580e-001  
  4.619385718961e-003  9.749397722965e-001  -3.899759089186e+000  -3.408642282450e-001  
  4.620385741849e-003  9.812671200735e-001  -3.925068480294e+000  -3.431559428799e-001  
  4.621385764737e-003  9.875403403130e-001  -3.950161361252e+000  -3.454341096857e-001  
  4.622385787626e-003  9.937622416981e-001  -3.975048966792e+000  -3.476986387200e-001  
  4.623385810514e-003  9.999619846425e-001  -3.999847938570e+000  -3.499494405790e-001  
  4.624385833402e-003  1.006138204606e+000  -4.024552818423e+000  -3.521864264010e-001  
  4.625385856290e-003  1.012263807651e+000  -4.049055230605e+000  -3.544095078693e-001  
  4.626385879178e-003  1.018343615862e+000  -4.073374463448e+000  -3.566185972167e-001  
  4.627385902066e-003  1.024387698022e+000  -4.097550792086e+000  -3.588136072280e-001  
  4.628385924955e-003  1.030404655892e+000  -4.121618623569e+000  -3.609944512441e-001  
  4.629385947843e-003  1.036379390076e+000  -4.145517560304e+000  -3.631610431649e-001  
  4.630385970731e-003  1.042310398946e+000  -4.169241595783e+000  -3.653132974533e-001  
  4.631385993619e-003  1.048201498821e+000  -4.192805995285e+000  -3.674511291380e-001  
  4.632386016507e-003  1.054036583911e+000  -4.216146335643e+000  -3.695744538173e-001  
  4.633386039396e-003  1.059829138023e+000  -4.239316552093e+000  -3.716831876620e-001  
  4.634386062284e-003  1.065606437439e+000  -4.262425749757e+000  -3.737772474193e-001  
  4.635386085172e-003  1.071345013096e+000  -4.285380052383e+000  -3.758565504153e-001  
  4.636386108060e-003  1.077021800291e+000  -4.308087201164e+000  -3.779210145590e-001  
  4.637386130948e-003  1.082658355532e+000  -4.330633422129e+000  -3.799705583453e-001  
  4.638386153837e-003  1.088257540958e+000  -4.353030163831e+000  -3.820051008578e-001  
  4.639386176725e-003  1.093816263385e+000  -4.375265053539e+000  -3.840245617726e-001  
  4.640386199613e-003  1.099334367215e+000  -4.397337468859e+000  -3.860288613614e-001  
  4.641386222501e-003  1.104819611277e+000  -4.419278445110e+000  -3.880179204940e-001  
  4.642386245389e-003  1.110283862827e+000  -4.441135451308e+000  -3.899916606423e-001  
  4.643386268277e-003  1.115662357860e+000  -4.462649431441e+000  -3.919500038828e-001  
  4.644386291166e-003  1.120978098520e+000  -4.483912394079e+000  -3.938928729000e-001  
  4.645386314054e-003  1.126280061419e+000  -4.505120245676e+000  -3.958201909892e-001  
  4.646386336942e-003  1.131577858331e+000  -4.526311433322e+000  -3.977318820597e-001  
  4.647386359830e-003  1.136798494588e+000  -4.547193978352e+000  -3.996278706377e-001  
  4.648386382718e-003  1.141943202646e+000  -4.567772810583e+000  -4.015080818694e-001  
  4.649386405607e-003  1.147059495749e+000  -4.588237982996e+000  -4.033724415240e-001  
  4.650386428495e-003  1.152157322286e+000  -4.608629289144e+000  -4.052208759963e-001  
  4.651386451383e-003  1.157227996417e+000  -4.628911985669e+000  -4.070533123099e-001  
  4.652386474271e-003  1.162244831049e+000  -4.648979324195e+000  -4.088696781201e-001  
  4.653386497159e-003  1.167157937652e+000  -4.668631750609e+000  -4.106699017167e-001  
  4.654386520047e-003  1.172069366406e+000  -4.688277465624e+000  -4.124539120265e-001  
  4.655386542936e-003  1.176947693740e+000  -4.707790774961e+000  -4.142216386168e-001  
  4.656386565824e-003  1.181776924376e+000  -4.727107697506e+000  -4.159730116974e-001  
  4.657386588712e-003  1.186563049232e+000  -4.746252196928e+000  -4.177079621241e-001  
  4.658386611600e-003  1.191266770272e+000  -4.765067081090e+000  -4.194264214007e-001  
  4.659386634488e-003  1.195931546834e+000  -4.783726187336e+000  -4.211283216825e-001  
  4.660386657377e-003  1.200555894825e+000  -4.802223579302e+000  -4.228135957781e-001  
  4.661386680265e-003  1.205166685284e+000  -4.820666741138e+000  -4.244821771528e-001  
  4.662386703153e-003  1.209742611349e+000  -4.838970445397e+000  -4.261339999309e-001  
  4.663386726041e-003  1.214228294722e+000  -4.856913178889e+000  -4.277689988983e-001  
  4.664386748929e-003  1.218657446311e+000  -4.874629785246e+000  -4.293871095049e-001  
  4.665386771817e-003  1.223056607037e+000  -4.892226428148e+000  -4.309882678677e-001  
  4.666386794706e-003  1.227437811221e+000  -4.909751244883e+000  -4.325724107728e-001  
  4.667386817594e-003  1.231753237508e+000  -4.927012950034e+000  -4.341394756781e-001  
  4.668386840482e-003  1.235997814021e+000  -4.943991256084e+000  -4.356894007156e-001  
  4.669386863370e-003  1.240194750943e+000  -4.960779003771e+000  -4.372221246943e-001  
  4.670386886258e-003  1.244373084923e+000  -4.977492339692e+000  -4.387375871020e-001  
  4.671386909147e-003  1.248504848374e+000  -4.994019393494e+000  -4.402357281081e-001  
  4.672386932035e-003  1.252572801145e+000  -5.010291204581e+000  -4.417164885659e-001  
  4.673386954923e-003  1.256587078361e+000  -5.026348313444e+000  -4.431798100147e-001  
  4.674386977811e-003  1.260579750457e+000  -5.042319001827e+000  -4.446256346826e-001  
  4.675387000699e-003  1.264505094102e+000  -5.058020376407e+000  -4.460539054883e-001  
  4.676387023587e-003  1.268374538119e+000  -5.073498152475e+000  -4.474645660434e-001  
  4.677387046476e-003  1.272190553704e+000  -5.088762214818e+000  -4.488575606550e-001  
  4.678387069364e-003  1.275990177660e+000  -5.103960710638e+000  -4.502328343275e-001  
  4.679387092252e-003  1.279723605415e+000  -5.118894421661e+000  -4.515903327650e-001  
  4.680387115140e-003  1.283396487813e+000  -5.133585951254e+000  -4.529300023733e-001  
  4.681387138028e-003  1.287020715794e+000  -5.148082863177e+000  -4.542517902620e-001  
  4.682387160917e-003  1.290600533214e+000  -5.162402132854e+000  -4.555556442470e-001  
  4.683387183805e-003  1.294137310808e+000  -5.176549243232e+000  -4.568415128519e-001  
  4.684387206693e-003  1.297623566700e+000  -5.190494266802e+000  -4.581093453106e-001  
  4.685387229581e-003  1.301067592894e+000  -5.204270371576e+000  -4.593590915688e-001  
  4.686387252469e-003  1.304434412210e+000  -5.217737648840e+000  -4.605907022864e-001  
  4.687387275358e-003  1.307766904797e+000  -5.231067619187e+000  -4.618041288394e-001  
  4.688387298246e-003  1.311053446164e+000  -5.244213784657e+000  -4.629993233216e-001  
  4.689387321134e-003  1.314294305493e+000  -5.257177221970e+000  -4.641762385466e-001  
  4.690387344022e-003  1.317467760018e+000  -5.269871040071e+000  -4.653348280496e-001  
  4.691387366910e-003  1.320584679267e+000  -5.282338717069e+000  -4.664750460894e-001  
  4.692387389798e-003  1.323665794139e+000  -5.294663176558e+000  -4.675968476501e-001  
  4.693387412687e-003  1.326699594507e+000  -5.306798378029e+000  -4.687001884429e-001  
  4.694387435575e-003  1.329700901043e+000  -5.318803604172e+000  -4.697850249078e-001  
  4.695387458463e-003  1.332618316201e+000  -5.330473264803e+000  -4.708513142153e-001  
  4.696387481351e-003  1.335468034633e+000  -5.341872138533e+000  -4.718990142682e-001  
  4.697387504239e-003  1.338286107143e+000  -5.353144428573e+000  -4.729280837033e-001  
  4.698387527128e-003  1.341081802289e+000  -5.364327209155e+000  -4.739384818927e-001  
  4.699387550016e-003  1.343807367834e+000  -5.375229471336e+000  -4.749301689458e-001  
  4.700387572904e-003  1.346467051253e+000  -5.385868205012e+000  -4.759031057109e-001  
  4.701387595792e-003  1.349070452610e+000  -5.396281810442e+000  -4.768572537761e-001  
  4.702387618680e-003  1.351649089214e+000  -5.406596356855e+000  -4.777925754717e-001  
  4.703387641568e-003  1.354173594801e+000  -5.416694379205e+000  -4.787090338711e-001  
  4.704387664457e-003  1.356624743360e+000  -5.426498973441e+000  -4.796065927924e-001  
  4.705387687345e-003  1.359018085825e+000  -5.436072343301e+000  -4.804852167999e-001  
  4.706387710233e-003  1.361385209205e+000  -5.445540836821e+000  -4.813448712054e-001  
  4.707387733121e-003  1.363694154520e+000  -5.454776618081e+000  -4.821855220697e-001  
  4.708387756009e-003  1.365945132790e+000  -5.463780531159e+000  -4.830071362038e-001  
  4.709387778898e-003  1.368129810081e+000  -5.472519240325e+000  -4.838096811704e-001  
  4.710387801786e-003  1.370287550527e+000  -5.481150202106e+000  -4.845931252848e-001  
  4.711387824674e-003  1.372383026411e+000  -5.489532105645e+000  -4.853574376166e-001  
  4.712387847562e-003  1.374417778160e+000  -5.497671112641e+000  -4.861025879908e-001  
  4.713387870450e-003  1.376394850027e+000  -5.505579400108e+000  -4.868285469886e-001  
  4.714387893338e-003  1.378343109098e+000  -5.513372436391e+000  -4.875352859492e-001  
  4.715387916227e-003  1.380223285825e+000  -5.520893143299e+000  -4.882227769704e-001  
  4.716387939115e-003  1.382041831974e+000  -5.528167327894e+000  -4.888909929101e-001  
  4.717387962003e-003  1.383802973905e+000  -5.535211895619e+000  -4.895399073869e-001  
  4.718387984891e-003  1.385521120829e+000  -5.542084483316e+000  -4.901694947817e-001  
  4.719388007779e-003  1.387196998984e+000  -5.548787995938e+000  -4.907797302384e-001  
  4.720388030668e-003  1.388815503965e+000  -5.555262015859e+000  -4.913705896647e-001  
  4.721388053556e-003  1.390379488820e+000  -5.561517955281e+000  -4.919420497336e-001  
  4.722388076444e-003  1.391900191429e+000  -5.567600765715e+000  -4.924940878836e-001  
  4.723388099332e-003  1.393339570577e+000  -5.573358282309e+000  -4.930266823202e-001  
  4.724388122220e-003  1.394723716858e+000  -5.578894867432e+000  -4.935398120167e-001  
  4.725388145108e-003  1.396074542685e+000  -5.584298170742e+000  -4.940334567145e-001  
  4.726388167997e-003  1.397389119448e+000  -5.589556477794e+000  -4.945075969246e-001  
  4.727388190885e-003  1.398623266278e+000  -5.594493065113e+000  -4.949622139278e-001  
  4.728388213773e-003  1.399790946924e+000  -5.599163787696e+000  -4.953972897758e-001  
  4.729388236661e-003  1.400921587645e+000  -5.603686350580e+000  -4.958128072918e-001  
  4.730388259549e-003  1.402029100478e+000  -5.608116401910e+000  -4.962087500711e-001  
  4.731388282438e-003  1.403049559911e+000  -5.612198239643e+000  -4.965851024819e-001  
  4.732388305326e-003  1.403993168338e+000  -5.615972673352e+000  -4.969418496657e-001  
  4.733388328214e-003  1.404898853749e+000  -5.619595414997e+000  -4.972789775380e-001  
  4.734388351102e-003  1.405763928775e+000  -5.623055715101e+000  -4.975964727892e-001  
  4.735388373990e-003  1.406579708903e+000  -5.626318835613e+000  -4.978943228844e-001  
  4.736388396879e-003  1.407320450062e+000  -5.629281800248e+000  -4.981725160645e-001  
  4.737388419767e-003  1.408021748010e+000  -5.632086992041e+000  -4.984310413463e-001  
  4.738388442655e-003  1.408676438598e+000  -5.634705754394e+000  -4.986698885233e-001  
  4.739388465543e-003  1.409280988082e+000  -5.637123952328e+000  -4.988890481658e-001  
  4.740388488431e-003  1.409799303724e+000  -5.639197214897e+000  -4.990885116214e-001  
  4.741388511319e-003  1.410270760862e+000  -5.641083043449e+000  -4.992682710151e-001  
  4.742388534208e-003  1.410694203529e+000  -5.642776814115e+000  -4.994283192501e-001  
  4.743388557096e-003  1.411089319955e+000  -5.644357279822e+000  -4.995686500076e-001  
  4.744388579984e-003  1.411401795020e+000  -5.645607180079e+000  -4.996892577474e-001  
  4.745388602872e-003  1.411655341340e+000  -5.646621365359e+000  -4.997901377079e-001  
  4.746388625760e-003  1.411862834746e+000  -5.647451338984e+000  -4.998712859063e-001  
  4.747388648649e-003  1.412027489637e+000  -5.648109958548e+000  -4.999326991390e-001  
  4.748388671537e-003  1.412119383479e+000  -5.648477533915e+000  -4.999743749812e-001  
  4.749388694425e-003  1.412152954291e+000  -5.648611817165e+000  -4.999963117876e-001  
  4.750388717313e-003  1.412130260204e+000  -5.648521040814e+000  -4.999985086922e-001  
  4.751388740201e-003  1.412062232805e+000  -5.648248931220e+000  -4.999809656082e-001  
  4.752388763089e-003  1.411968668521e+000  -5.647874674084e+000  -4.999436832282e-001  
  4.753388785978e-003  1.411774043380e+000  -5.647096173521e+000  -4.998866630242e-001  
  4.754388808866e-003  1.411534754498e+000  -5.646139017992e+000  -4.998099072472e-001  
  4.755388831754e-003  1.411261003423e+000  -5.645044013690e+000  -4.997134189277e-001  
  4.756388854642e-003  1.410919115467e+000  -5.643676461866e+000  -4.995972018750e-001  
  4.757388877530e-003  1.410537704621e+000  -5.642150818484e+000  -4.994612606773e-001  
  4.758388900419e-003  1.410096486838e+000  -5.640385947353e+000  -4.993056007016e-001  
  4.759388923307e-003  1.409607822563e+000  -5.638431290251e+000  -4.991302280935e-001  
  4.760388946195e-003  1.409055259866e+000  -5.636221039464e+000  -4.989351497765e-001  
  4.761388969083e-003  1.408460383191e+000  -5.633841532764e+000  -4.987203734525e-001  
  4.762388991971e-003  1.407788333824e+000  -5.631153335297e+000  -4.984859076008e-001  
  4.763389014859e-003  1.407064768563e+000  -5.628259074254e+000  -4.982317614782e-001  
  4.764389037748e-003  1.406284760588e+000  -5.625139042351e+000  -4.979579451183e-001  
  4.765389060636e-003  1.405460168601e+000  -5.621840674405e+000  -4.976644693315e-001  
  4.766389083524e-003  1.404584420194e+000  -5.618337680776e+000  -4.973513457042e-001  
  4.767389106412e-003  1.403657522333e+000  -5.614630089330e+000  -4.970185865986e-001  
  4.768389129300e-003  1.402673705551e+000  -5.610694822203e+000  -4.966662051520e-001  
  4.769389152189e-003  1.401641204370e+000  -5.606564817479e+000  -4.962942152765e-001  
  4.770389175077e-003  1.400527502670e+000  -5.602110010680e+000  -4.959026316583e-001  
